id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
account_snc_base_6552,Edifícios e outras construções,6552,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6553,Equipamento básico,6553,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6554,Equipamento de transporte,6554,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6555,Equipamento administrativo,6555,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6556,Equipamentos biológicos,6556,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6557,Outros ativos fixos tangíveis,6557,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6561,Goodwill,6561,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6562,Projetos de desenvolvimento,6562,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6563,Programas de computador,6563,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6564,Propriedade industrial,6564,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6565,Outros ativos intangíveis,6565,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6571,Investimentos financeiros em curso,6571,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6572,Propriedades de investimento em curso,6572,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6573,Ativos fixos tangíveis em curso,6573,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6574,Ativos intangíveis em curso,6574,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_65751,Investimentos financeiros em curso,65751,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_65752,Propriedades de investimento em curso,65752,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_65753,Ativos fixos tangíveis em curso,65753,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_65754,Ativos intangíveis em curso,65754,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6581,Investimentos financeiros,6581,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6582,Propriedades de investimento,6582,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6583,Ativos fixos tangíveis,6583,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6584,Ativos intangíveis,6584,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6589,Outros,6589,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_661,Em instrumentos financeiros,661,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6621,Participações de capital,6621,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6625,Outros investimentos financeiros,6625,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6631,Terrenos e recursos naturais,6631,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6632,Edifícios e outras construções,6632,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6636,Outras propriedades de investimento,6636,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6638,Propriedades de investimento em curso,6638,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6641,Consumíveis,6641,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6642,De produção,6642,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_675,Matérias ambientais,675,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_676,Contratos onerosos,676,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_677,Reestruturação,677,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_678,Outras provisões,678,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_6811,Impostos Diretos,6811,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00306,False
account_snc_base_6812,Impostos indiretos,6812,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00306,False
account_snc_base_6851,Cobertura de prejuízos,6851,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00310,False
account_snc_base_68521,Residentes,68521,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00310,False
account_snc_base_68522,Não residentes,68522,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00310,False
account_snc_base_6853,Alienações,6853,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00310,False
account_snc_base_6858,Outros gastos,6858,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00310,False
account_snc_base_6874,Gastos em propriedades de investimento,6874,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00311,False
account_snc_base_6886,Perdas em instrumentos financeiros,6886,account.data_account_type_direct_costs,ptplus.account_chart_template_snc_base,,False
account_snc_base_7121,Produtos acabados,7121,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7122,Produtos intermédios,7122,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7131,Subprodutos,7131,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7132,"Desperdícios, resíduos e refugos",7132,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00306,False
account_snc_base_714,Ativos biológicos,714,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7171,Mercadorias,7171,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_71721,Produtos acabados,71721,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_71722,Produtos intermédios,71722,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7181,Mercadorias,7181,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_71821,Produtos acabados,71821,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_71822,Produtos intermédios,71822,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_721,Serviço A,721,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_722,Serviço B,722,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,ptplus.tag_cfc_a00301,False
account_snc_base_7311,Produtos acabados,7311,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
account_snc_base_7312,Produtos intermédios,7312,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
account_snc_base_7321,Subprodutos,7321,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
